ApplStandard,Brand,Cap,Cap (Second Drum),CEC Cold,CEC Cold (Second Drum),CEC_,CEC_ (Second Drum),Cold Prog,Cold Prog (Second Drum),Cold Wat Cons,Cold Wat Cons (Second Drum),Combination,Combination (Second Drum),Conn_Mode,Conn_Mode (Second Drum),Country,delayStartMode,delayStartMode (Second Drum),Depth,Depth (Second Drum),DetergentType,DetergentType (Second Drum),Height,Height (Second Drum),Hot Wat Cons,Hot Wat Cons (Second Drum),internal_heater,internal_heater (Second Drum),Loading,Loading (Second Drum),MachineAction,MachineAction (Second Drum),Model No,Family Name,N-Standard,New SRI,New SRI (Second Drum),New Star,New Star (Second Drum),postProgenergy,postProgenergy (Second Drum),powerConsMode,powerConsMode (Second Drum),Prog Name,Prog Name (Second Drum),Sold_in,standbyPowerUsage,standbyPowerUsage (Second Drum),Submit_ID,SubmitStatus,Test Prog Time,Test Prog Time (Second Drum),Tot Wat Cons,Tot Wat Cons (Second Drum),Type,Type (Second Drum),WEI,WEI (Second Drum),Width,Width (Second Drum),ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Program Time,Program Time (Second Drum),Hot Water (L),Hot Water (L) (Second Drum),Cold Water (L),Cold Water (L) (Second Drum),Star Rating (old),Star Image Large,Star Image Large (Second Drum),Star Image Small,Star Image Small (Second Drum),Registration Number
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Haier,6,,110,,480,,"Normal, Long Wash, 1 Rinse, 9 min Spin, Water level 10, Cold/Cold",,75.7,,False,,Dual,,China,True,,,,Drum,,,,0.0,,No,,Top,,Impeller,,HWT60FVW2,,AS/NZS 2040.1:2005/Amdt 3:2010,2.13042844476703,,2.0,,3.1e-06,,1.06,,"Normal, Long Wash, 1 Rinse, 9 min Spin, Water level 10, Warm/Cold",,"Australia,Fiji,New Zealand",1.06,,123578,Approved,104.98,,75.7,,Non-Drum,,0.73864,,,,2024-09-29,,Single product class,Available,http://www.haier.cn/,http://www.haier.com.au/,105.0,,79.0,,79.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ACW0837
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Haier,7,,136,,555,,"Normal, Long Wash, 1 Rinse, 9 min Spin, Water level 10, Cold/Cold",,85.8,,False,,Dual,,China,True,,,,Drum,,,,0.0,,No,,Top,,Impeller,,HWT70FVW2,,AS/NZS 2040.1:2005/Amdt 3:2010,2.14518092480536,,2.0,,3e-06,,1.08,,"Normal, Long Wash, 1 Rinse, 9 min Spin, Water level 10, Warm/Cold",,"Australia,Fiji,New Zealand",1.08,,123579,Approved,110.71,,85.8,,Non-Drum,,0.74539,,,,2024-09-29,,Single product class,Available,http://www.haier.cn/,http://www.haier.com.au/,110.0,,89.0,,89.0,,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ACW0838
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,AKAI,8,,0,0,265,0,,,0.0,0.0,False,,Cold,,China,False,,,0.0,Drum,,,0.0,0.0,0.0,Yes on the warm wash program only,,Front,,,,AK-8KGFLW,,AS/NZS 2040.1:2005/Amdt 3:2010,4.32251636365314,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Cotton Eco,,Australia,0.7,0.0,123598,Approved,334.002,0.0,0.0,0.0,Drum,,0.5778,0.0,,0.0,2024-08-29,,Single product class,Available,,,334.002,0.0,79.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0843
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,TECO,10,,,0,790,0,,,,0.0,False,,Dual,,China,False,,505.0,0.0,Non Drum,,995.0,0.0,,0.0,No,,Twin Tub,,Impeller,,TWM100TTBH,,AS/NZS 2040.1:2005/Amdt 3:2010,2.23264926005971,0.0,2.0,0.0,3e-05,0.0,0.03,0.0,"Normal (Standard wash 40 min, 60°C warm water and 20°C cold water; Spin Twice, 3 min each; rinse once for 15 min with 20°C cold water, spin twice, 5 min each; Water level M)",,Australia,0.0,0.0,123661,Approved,71.0,0.0,0.0,0.0,Non-Drum,,0.67,0.0,855.0,0.0,2025-06-23,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/,71.0,0.0,145.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ACW0965
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Haier,8,,,0,302,0,,,,0.0,True,,Cold,,China,False,,,0.0,Drum,,,0.0,,0.0,Yes on the warm wash program only,,Front,,,,HWD8040BW1,,AS/NZS 2040.1:2005/Amdt 3:2010,4.00839171295826,0.0,4.0,0.0,0.0001,0.0,1.68,0.0,"Eco, 40oC, 1400rpm",,"Australia,Fiji,New Zealand",0.0,0.0,123681,Approved,270.0,0.0,0.0,0.0,Drum,,0.6012,0.0,,0.0,2024-09-06,,Single product class,Available,http://www.haier.cn/,http://www.haier.com.au/,274.0,0.0,68.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0848
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,10,,,0,241,0,,,,0.0,False,,Dual,,"Vietnam,Thailand,South Korea,China",True,,560.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WV9-1410,WV9-1410,AS/NZS 2040.1:2005/Amdt 3:2010,5.00160303470884,0.0,5.0,0.0,0.000257,0.0,0.415,0.0,"Cotton Eco, 40℃, Spin 1400",,"Australia,New Zealand",0.418,0.0,123693,Approved,426.0,0.0,0.0,0.0,Drum,,0.5451,0.0,600.0,0.0,2024-09-10,,Single product class,Available,,,426.0,0.0,86.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW0849
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,10,,,0,241,0,,,,0.0,False,,Dual,,"Vietnam,Thailand,South Korea,China",True,,560.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WV9-1410B,WV9-1410,AS/NZS 2040.1:2005/Amdt 3:2010,5.00160303470884,0.0,5.0,0.0,0.000257,0.0,0.415,0.0,"Cotton Eco, 40℃, Spin 1400",,"Australia,New Zealand",0.418,0.0,123693,Approved,426.0,0.0,0.0,0.0,Drum,,0.5451,0.0,600.0,0.0,2024-09-10,,Single product class,Available,,,426.0,0.0,86.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW0849
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,10,,,0,241,0,,,,0.0,False,,Dual,,"Vietnam,Thailand,South Korea,China",True,,560.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WV9-1410W,WV9-1410,AS/NZS 2040.1:2005/Amdt 3:2010,5.00160303470884,0.0,5.0,0.0,0.000257,0.0,0.415,0.0,"Cotton Eco, 40℃, Spin 1400",,"Australia,New Zealand",0.418,0.0,123693,Approved,426.0,0.0,0.0,0.0,Drum,,0.5451,0.0,600.0,0.0,2024-09-10,,Single product class,Available,,,426.0,0.0,86.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-5.png,,ACW0849
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,7.5,,80,0,413,0,"Eco Cotton, Press Water Level for 3 Sec., Cold Wash",,106.6,0.0,False,,Dual,,"Vietnam,Thailand,South Korea",True,,606.0,0.0,Drum,,960.0,0.0,0.0,0.0,Yes on the warm wash program only,,Top,,Impeller,,WTG7520,,AS/NZS 2040.1:2005/Amdt 3:2010,3.0011688433599,0.0,3.0,0.0,0.0001,0.0,0.33,0.0,"Eco Cotton, Press Water Level for 3 Sec., Hot Wash and Cold Wash",,"Australia,New Zealand",0.33,0.0,123695,Approved,80.0,0.0,106.6,0.0,Non-Drum,,0.73225,0.0,590.0,0.0,2024-09-20,,Single product class,Available,,,77.0,0.0,110.0,0.0,110.0,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png,,ACW0851
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,SIMPSON,12,,159,0,375,0,Regular,,117.2,0.0,False,,Dual,,Thailand,True,,,0.0,Drum,,,0.0,0.0,0.0,No,,Top,,Low profile agitator,,SWT1254LCWA,,AS/NZS 2040.1:2005/Amdt 3:2010,4.1350688510938,0.0,4.0,0.0,0.0,0.0,1.728,0.0,"Regular, Auto level, Warm, High spin, Eco rinse, Max Time Adjust",,"Australia,Fiji,New Zealand",0.516,0.0,123753,Approved,115.0,0.0,117.2,0.0,Non-Drum,,0.728,0.0,,0.0,2024-08-30,,Single product class,Available,,http://www.simpson.com.au,115.0,0.0,138.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0844
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Westinghouse,12,,159,0,375,0,Regular,,117.2,0.0,False,,Dual,,Thailand,True,,,0.0,Drum,,,0.0,0.0,0.0,No,,Top,,Low profile agitator,,WWT1254LCWA,,AS/NZS 2040.1:2005/Amdt 3:2010,4.1350688510938,0.0,4.0,0.0,0.0,0.0,1.728,0.0,"Regular wash, Auto level, Warm, High spin, Eco rinse, Max Time Adjust",,"Australia,Fiji,New Zealand",0.516,0.0,123764,Approved,115.0,0.0,117.2,0.0,Non-Drum,,0.728,0.0,,0.0,2024-09-02,,Single product class,Available,,http://www.westinghouse.com.au/,115.0,0.0,138.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0845
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,ARISTON,9,,,0,259,0,,,,0.0,False,,Cold,,Italy,True,,,0.0,Drum,,,0.0,,0.0,Yes on the warm wash program only,,Front,,,,N94WAAU,,AS/NZS 2040.1:2005/Amdt 3:2010,4.55543291223807,0.0,4.5,0.0,0.0005,0.0,0.2567,0.0,"Eco Cotton 60 degree, 1400rpm",,"Australia,Fiji,New Zealand",0.2567,0.0,123811,Approved,303.0,0.0,0.0,0.0,Drum,,0.6,0.0,,0.0,2024-09-03,,Single product class,Available,http://www.whirlpool.com.au/,,303.0,0.0,92.6,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW0846
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,ARISTON,10,,,0,295,0,,,,0.0,False,,Cold,,Italy,True,,,0.0,Drum,,,0.0,,0.0,Yes on the warm wash program only,,Front,,,,N106WAAU,,AS/NZS 2040.1:2005/Amdt 3:2010,4.50935299498538,0.0,4.5,0.0,0.0006,0.0,0.267,0.0,Eco Cotton 60°C 1600rpm,,"Australia,Fiji,New Zealand",0.267,0.0,123840,Approved,402.7,0.0,0.0,0.0,Drum,,0.597,0.0,,0.0,2024-09-05,,Single product class,Available,http://www.whirlpool.com.au/,,402.7,0.0,103.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW0847
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,SIMPSON,11,,144,0,364,0,"Regular wash, Auto level, Cold, High spin, Eco rinse, Max Time Adjust",,129.6,0.0,False,,Dual,,Thailand,True,,,0.0,Drum,,,0.0,0.0,0.0,No,,Top,,Agitator,,SWT1154DCWA,,AS/NZS 2040.1:2005/Amdt 3:2010,4.17282270677105,0.0,4.0,0.0,0.0,0.0,1.725,0.0,"Regular wash, Auto level, Warm, High spin, Eco rinse, Max Time Adjust",,"Australia,Fiji,New Zealand",0.533,0.0,123956,Approved,129.0,0.0,129.6,0.0,Non-Drum,,0.65,0.0,,0.0,2024-09-19,,Single product class,Available,,http://www.simpson.com.au,129.0,0.0,134.0,0.0,134.0,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0850
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,9,,125,0,280,0,"Eco Cotton, Press Water Level for 3 Seconds, Cold Wash",,89.4,0.0,False,,Dual,,"Vietnam,Thailand,South Korea",True,,670.0,0.0,Drum,,1020.0,0.0,0.4,0.0,No,,Top,,Impeller,,WTG9034WF,,AS/NZS 2040.1:2005/Amdt 3:2010,4.20291885247029,0.0,4.0,0.0,0.000169,0.0,0.509,0.0,"Eco Cotton, Press Water Level for 3 Seconds, Hot Wash and Cold Wash",,"Australia,New Zealand",0.508,0.0,124117,Approved,134.0,0.0,89.8,0.0,Non-Drum,,0.69717,0.0,632.0,0.0,2024-10-15,,Single product class,Available,,,134.0,0.0,92.0,0.0,92.0,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0853
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,FISHER & PAYKEL,5.5,,59,0,487,0,,,54.25,0.0,False,,Dual,,Thailand,True,,,0.0,Non Drum,,,0.0,23.67,0.0,No,,Top,,Agitator,,WA55T56GW1,,AS/NZS 2040.1:2005/Amdt 3:2010,2.003343160071,0.0,2.0,0.0,0.0006,0.0,1.2,0.0,"Regular, Auto, Warm/Cold, Eco",,"Australia,New Zealand",0.0,0.0,124276,Approved,49.0,0.0,77.92,0.0,Non-Drum,,0.61,0.0,,0.0,2024-10-04,,Single product class,Available,,,49.0,0.0,78.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.png,,ACW0852
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Devanti,6,,,0,377,0,,,,0.0,False,,Cold,,China,False,,495.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,FWM-GLORY-70-WH,,AS/NZS 2040.1:2005/Amdt 3:2010,2.93716224458852,0.0,2.5,0.0,0.13,0.0,0.62,0.0,Cotton60,,Australia,0.47,0.0,124340,Approved,331.2,0.0,0.0,0.0,Drum,,0.55,0.0,595.0,0.0,2024-11-21,,Single product class,Available,,https://search.ipaustralia.gov.au/trademarks/search/view/1842577,60.0,0.0,61.0,0.0,61.0,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png,,ACW0864
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Kogan,8,,0,0,265,0,,,,0.0,False,,Cold,,China,True,,595.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,KAWFLWASM8*,KAWFLWASM8*,AS/NZS 2040.1:2005/Amdt 3:2010,4.32251636365314,0.0,4.0,0.0,0.0,0.0,0.7,0.0,Cotton Eco,,"Australia,Fiji,New Zealand",0.0,0.0,124394,Approved,334.0,0.0,0.0,0.0,Drum,,5778.0,0.0,600.0,0.0,2024-10-25,,Single product class,Available,,http://www.kogan.com/au/,334.0,0.0,79.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0855
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Kogan,8,,0,0,265,0,,,,0.0,False,,Cold,,China,True,,595.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,KAWFLWASM8A,KAWFLWASM8*,AS/NZS 2040.1:2005/Amdt 3:2010,4.32251636365314,0.0,4.0,0.0,0.0,0.0,0.7,0.0,Cotton Eco,,"Australia,Fiji,New Zealand",0.0,0.0,124394,Approved,334.0,0.0,0.0,0.0,Drum,,5778.0,0.0,600.0,0.0,2024-10-25,,Single product class,Available,,http://www.kogan.com/au/,334.0,0.0,79.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0855
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Kogan,8,,0,0,265,0,,,,0.0,False,,Cold,,China,True,,595.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,KAWFLWASM8B,KAWFLWASM8*,AS/NZS 2040.1:2005/Amdt 3:2010,4.32251636365314,0.0,4.0,0.0,0.0,0.0,0.7,0.0,Cotton Eco,,"Australia,Fiji,New Zealand",0.0,0.0,124394,Approved,334.0,0.0,0.0,0.0,Drum,,5778.0,0.0,600.0,0.0,2024-10-25,,Single product class,Available,,http://www.kogan.com/au/,334.0,0.0,79.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0855
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,Kogan,8,,0,0,265,0,,,,0.0,False,,Cold,,China,True,,595.0,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,KAWFLWASM8C,KAWFLWASM8*,AS/NZS 2040.1:2005/Amdt 3:2010,4.32251636365314,0.0,4.0,0.0,0.0,0.0,0.7,0.0,Cotton Eco,,"Australia,Fiji,New Zealand",0.0,0.0,124394,Approved,334.0,0.0,0.0,0.0,Drum,,5778.0,0.0,600.0,0.0,2024-10-25,,Single product class,Available,,http://www.kogan.com/au/,334.0,0.0,79.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0855
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,ELECTROLUX,7.5,,,0,352,0,,,,0.0,False,,Cold,,Thailand,True,,,0.0,Drum,,,0.0,,0.0,Yes on the warm wash program only,,Front,,,,EWF7525DQWA,,AS/NZS 2040.1:2005/Amdt 3:2010,3.60799952023775,0.0,3.5,0.0,0.0,0.0,1.352,0.0,"Energy Saver 40degC, 1200rpm",,"Australia,Fiji,New Zealand",0.308,0.0,124511,Approved,254.0,0.0,0.0,0.0,Drum,,0.563,0.0,,0.0,2024-10-23,,Single product class,Available,,http://www.electrolux.com.au,254.0,0.0,73.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png,,ACW0854
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,LG,16,,,0,630,0,,,,0.0,True,,Dual,,"Vietnam,Thailand,China,South Korea",True,,835.0,0.0,Drum,,990.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WXLC-1216B,,AS/NZS 2040.1:2005/Amdt 3:2010,4.00207711642174,0.0,4.0,0.0,0.000212,0.0,0.263,0.0,"Cotton, Intensive Wash, Rinse 3, Extra High Spin, 40℃, Turbo Clean ON",,"Australia,New Zealand",0.265,0.0,124544,Approved,337.11,0.0,0.0,0.0,Drum,,0.55822,0.0,700.0,0.0,2024-11-06,,Single product class,Available,,,338.0,0.0,164.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0858
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,ELECTROLUX,8,,,0,276,0,,,,0.0,False,,Cold,,Thailand,True,,,0.0,Drum,,,0.0,,0.0,Yes on the warm wash program only,,Front,,,,EWF8024CDWA,,AS/NZS 2040.1:2005/Amdt 3:2010,4.25622696148401,0.0,4.0,0.0,0.0,0.0,1.397,0.0,"Energy Saver 40degC, 1200rpm",,"Australia,Fiji,New Zealand",0.327,0.0,124546,Approved,269.0,0.0,0.0,0.0,Drum,,0.57,0.0,,0.0,2024-10-28,,Single product class,Available,,http://www.electrolux.com.au,269.0,0.0,79.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0856
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,ELECTROLUX,9,,,0,309,0,,,,0.0,False,,Cold,,Thailand,True,,,0.0,Drum,,,0.0,,0.0,Yes on the warm wash program only,,Front,,,,EWF9024CDWA,,AS/NZS 2040.1:2005/Amdt 3:2010,4.20847723734314,0.0,4.0,0.0,0.0,0.0,1.519,0.0,"Energy Saver 40degC,  1200rpm",,"Australia,Fiji,New Zealand",0.346,0.0,124547,Approved,278.0,0.0,0.0,0.0,Drum,,0.599,0.0,,0.0,2024-10-28,,Single product class,Available,,http://www.electrolux.com.au,278.0,0.0,91.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0857
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,FISHER & PAYKEL,8,,,0,310,0,,,,0.0,False,,Cold,,China,True,,,0.0,Drum,,,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WH8060J3,,AS/NZS 2040.1:2005/Amdt 3:2010,4.01927540297918,0.0,4.0,0.0,1e-05,0.0,0.2,0.0,"Cottons, 40C,  Eco",,"Australia,Fiji,New Zealand",0.0,0.0,124735,Approved,271.0,0.0,0.0,0.0,Drum,,0.57,0.0,,0.0,2024-11-07,,Single product class,Available,,,271.0,0.0,68.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png,,ACW0859
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,MIELE,9,,,0,261,0,,,,0.0,False,,Cold,,"Czechia,Germany",True,,,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WCG360,WxG 360,AS/NZS 2040.1:2005/Amdt 3:2010,4.73448823162027,0.0,4.5,0.0,0.001,0.0,0.26,0.0,Cottons 40C,,"Australia,New Zealand",0.26,0.0,124834,Approved,237.0,0.0,0.0,0.0,Drum,,0.51,0.0,596.0,0.0,2024-11-19,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,237.0,0.0,76.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW0862
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,MIELE,9,,,0,261,0,,,,0.0,False,,Cold,,"Czechia,Germany",True,,,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WWG360,WxG 360,AS/NZS 2040.1:2005/Amdt 3:2010,4.73448823162027,0.0,4.5,0.0,0.001,0.0,0.26,0.0,Cottons 40C,,"Australia,New Zealand",0.26,0.0,124834,Approved,237.0,0.0,0.0,0.0,Drum,,0.51,0.0,596.0,0.0,2024-11-19,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,237.0,0.0,76.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW0862
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,MIELE,9,,,0,261,0,,,,0.0,False,,Cold,,"Czechia,Germany",True,,,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WxG 360,WxG 360,AS/NZS 2040.1:2005/Amdt 3:2010,4.73448823162027,0.0,4.5,0.0,0.001,0.0,0.26,0.0,Cottons 40C,,"Australia,New Zealand",0.26,0.0,124834,Approved,237.0,0.0,0.0,0.0,Drum,,0.51,0.0,596.0,0.0,2024-11-19,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,237.0,0.0,76.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW0862
Greenhouse and Energy Minimum Standards (Clothes Washing Machines) Determination 2015,MIELE,9,,,0,261,0,,,,0.0,False,,Cold,,"Czechia,Germany",True,,,0.0,Drum,,850.0,0.0,,0.0,Yes on the warm wash program only,,Front,,,,WCG660,WxG 660,AS/NZS 2040.1:2005/Amdt 3:2010,4.74641886264999,0.0,4.5,0.0,0.001,0.0,0.26,0.0,Cottons 40oC,,"Australia,New Zealand",0.26,0.0,124835,Approved,239.0,0.0,0.0,0.0,Drum,,0.51,0.0,596.0,0.0,2024-11-19,,Single product class,Available,http://www.miele.com.au/,http://www.miele.com.au,239.0,0.0,76.0,0.0,,0.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4.5_Star.eps,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.5.png,,ACW0861
