ApplStandard,Brand,Country Of Manufacturer,Eff50,Eff75,EffFL,Enclr,Frame,High_eff_compl,High_eff_load,kWatt,MEPS_Applic,MEPS_compl_load,MEPS_Why,Model No,Family Name,Mount_Code,N-Standard,N-TestMethod,NumPls,Sold_in,Submit_ID,SubmitStatus,Torque_FL,Voltage,Weight,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"China,India,Poland,Finland",93.6,94.4,94.2,"IP55,IP56,IP65,IP66",315,No,,75.0,Yes - 2006 MEPS Level,both,,M3BP 315SMA 6G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",92634,Approved,,"230,400,415,690,500",,2021-08-15,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"Finland,Poland,China,India",96.2,96.4,96.2,"IP55,IP56,IP65,IP66",355,Yes - 2005 High Efficiency Level,both,160.0,Yes - 2006 MEPS Level,both,,M3JM 355SMA 6,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",92635,Approved,,"230,400,415,690,1000,500",,2020-11-09,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"Finland,India,Poland,China",94.5,95.0,94.8,"IP55,IP56,IP65,IP66",315,No,,110.0,Yes - 2006 MEPS Level,both,,M3BP 315 SMC 6G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",92636,Approved,,"230,400,415,690,500",,2021-09-21,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"India,Finland,Poland,China",94.5,95.0,94.8,"IP55,IP56,IP65,IP66",315,No,,110.0,Yes - 2006 MEPS Level,both,,M3GP 315 SMC 6G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",92637,Approved,,"230,400,415,690,500",,2021-09-21,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"Finland,India,Poland,China",94.5,95.0,94.8,"IP55,IP56,IP65,IP66",315,No,,110.0,Yes - 2006 MEPS Level,both,,M3JP 315 SMC 6G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",92638,Approved,,"230,400,415,690,500",,2021-09-21,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,ABB,"Finland,Poland,China,India",94.5,95.0,94.8,"IP55,IP56,IP65,IP66",315,No,,110.0,Yes - 2006 MEPS Level,both,,M3KP 315 SMC 6G,,"B3,B5,B8,B35,V1,V3,V5,V6",IEC 60034-2-1 (Edition 2.0),A,6,"Australia,Fiji,New Zealand",92639,Approved,,"230,400,415,690,500",,2021-09-21,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,S&L,China,84.23,86.77,87.31,IP55,132S,No,,5.5,Yes - 2006 MEPS Level,100,,YE2-132S1-2,,"B3,B35",IEC 61972,A,2,Australia,92659,Approved,,415,,2020-09-22,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,S&L,China,85.94,88.08,88.48,IP55,132S,No,,7.5,Yes - 2006 MEPS Level,100,,YE2-132S2-2,,"B3,B35",IEC 61972,A,2,Australia,92660,Approved,,415,,2020-09-22,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,S&L,China,86.54,89.01,89.74,IP55,160M,No,,11.0,Yes - 2006 MEPS Level,100,,YE2-160M1-2,,"B3,B35",IEC 61972,A,2,Australia,92662,Approved,,415,,2020-09-22,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,S&L,China,87.56,89.95,90.67,IP55,160M,No,,15.0,Yes - 2006 MEPS Level,100,,YE2-160M2-2,,"B3,B35",IEC 61972,A,2,Australia,92663,Approved,,415,,2020-09-22,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,S&L,China,88.05,88.83,87.96,IP55,112 M (foot),No,,4.0,Yes - 2006 MEPS Level,both,,YE2-112M-2,,"B3,B35",IEC 61972,A,2,Australia,92664,Approved,,415,,2020-09-22,,Single product class,Available,,
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"China,Taiwan",88.5,89.5,89.5,"IP56,IP65,IP66",132 M (foot),Yes - 2005 High Efficiency Level,both,5.5,Yes - 2006 MEPS Level,both,,5.5kW-6 pole-D132M-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,6,"Australia,New Zealand",92688,Approved,,"380,400,415",,2020-09-09,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"Taiwan,China",89.5,90.5,91.0,"IP56,IP65,IP66",160 M (foot),Yes - 2005 High Efficiency Level,both,7.5,Yes - 2006 MEPS Level,both,,7.5kW-6 pole-D160M-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,6,"Australia,New Zealand",92690,Approved,,"380,400,415",,2020-09-09,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"China,Taiwan",90.5,91.0,91.5,"IP56,IP65,IP66",160 L (foot),Yes - 2005 High Efficiency Level,100,11.0,Yes - 2006 MEPS Level,both,,11kW-6 pole-D160L-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,6,"Australia,New Zealand",92691,Approved,,"380,400,415",,2020-09-09,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"Taiwan,China",92.0,92.0,92.0,"IP56,IP65,IP66",180 L (foot),Yes - 2005 High Efficiency Level,both,15.0,Yes - 2006 MEPS Level,both,,15kW-6 pole-D180LC-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,6,"Australia,New Zealand",92692,Approved,,"380,400,415",,2020-09-09,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"China,Taiwan",92.5,93.0,93.0,"IP56,IP65,IP66",200 L (foot),Yes - 2005 High Efficiency Level,both,18.5,Yes - 2006 MEPS Level,both,,18.5kW-6 pole-D200LC-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,6,"Australia,New Zealand",92694,Approved,,"380,400,415",,2020-09-09,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"Taiwan,China",93.5,93.5,93.5,"IP56,IP65,IP66",200 L (foot),Yes - 2005 High Efficiency Level,both,22.0,Yes - 2006 MEPS Level,both,,22kW-6 pole-D200LC-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,6,"Australia,New Zealand",92695,Approved,,"380,400,415",,2020-09-09,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"China,Taiwan",94.0,94.0,94.6,"IP56,IP65,IP66",225 M (foot),Yes - 2005 High Efficiency Level,both,30.0,Yes - 2006 MEPS Level,both,,30kW-6 pole-D225MC-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,6,"Australia,New Zealand",92696,Approved,,"380,400,415",,2020-09-09,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"Taiwan,China",94.5,94.5,95.1,"IP56,IP65,IP66",250 S (foot),Yes - 2005 High Efficiency Level,both,37.0,Yes - 2006 MEPS Level,both,,37kW-6 pole-D250SC-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,6,"Australia,New Zealand",92697,Approved,,"380,400,415",,2020-09-09,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"China,Taiwan",94.0,94.5,94.5,"IP56,IP65,IP66",250 M (foot),Yes - 2005 High Efficiency Level,both,45.0,Yes - 2006 MEPS Level,both,,45kW-6 pole-D250MC-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,6,"Australia,New Zealand",92699,Approved,,"380,400,415",,2020-09-04,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"Taiwan,China",94.0,94.3,94.8,"IP56,IP65,IP66",280 S (foot),Yes - 2005 High Efficiency Level,100,55.0,Yes - 2006 MEPS Level,both,,55kW-6 pole-D280SC-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,6,"Australia,New Zealand",92700,Approved,,"380,400,415",,2020-09-09,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"China,Taiwan",94.3,94.7,95.2,"IP56,IP65,IP66",280 M (foot),Yes - 2005 High Efficiency Level,100,75.0,Yes - 2006 MEPS Level,both,,75kW-6 pole-D280MC-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,6,"Australia,New Zealand",92702,Approved,,"380,400,415",,2020-09-08,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"Taiwan,China",94.3,95.0,95.5,"IP56,IP65,IP66",315 S (foot),Yes - 2005 High Efficiency Level,100,90.0,Yes - 2006 MEPS Level,both,,90kW-6 pole-D315SC-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,6,"Australia,New Zealand",92703,Approved,,"380,400,415",,2020-09-04,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"China,Taiwan",94.8,95.3,95.8,"IP56,IP65,IP66",315 M (foot),Yes - 2005 High Efficiency Level,100,110.0,Yes - 2006 MEPS Level,both,,110kW-6 pole-D315MC-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,6,"Australia,New Zealand",92705,Approved,,"380,400,415",,2020-09-08,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"Taiwan,China",94.8,95.6,96.1,"IP56,IP65,IP66",315 M (foot),Yes - 2005 High Efficiency Level,100,132.0,Yes - 2006 MEPS Level,both,,132kW-6 pole-D315MC-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,6,"Australia,New Zealand",92707,Approved,,"380,400,415",,2020-09-04,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"Taiwan,China",73.0,76.5,76.6,"IP56,IP65,IP66",100 L (foot),Yes - 2005 High Efficiency Level,both,0.75,Yes - 2006 MEPS Level,both,,0.75kW-8 pole-D100L-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,8,"Australia,New Zealand",92708,Approved,,"220,230,240,380,400,415",,2020-09-08,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"China,Taiwan",76.0,79.0,79.1,"IP56,IP65,IP66",100 L (foot),Yes - 2005 High Efficiency Level,100,1.1,Yes - 2006 MEPS Level,both,,1.1kW-8 pole-D100L-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,8,"Australia,New Zealand",92709,Approved,,"220,230,240,380,400,415",,2020-09-04,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"Taiwan,China",79.0,81.5,81.5,"IP56,IP65,IP66",112 M (foot),Yes - 2005 High Efficiency Level,both,1.5,Yes - 2006 MEPS Level,both,,1.5kW-8 pole-D112M-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,8,"Australia,New Zealand",92710,Approved,,"220,230,240,380,400,415",,2020-09-08,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"China,Taiwan",82.0,84.0,84.6,"IP56,IP65,IP66",132 S (foot),Yes - 2005 High Efficiency Level,both,2.2,Yes - 2006 MEPS Level,both,,2.2kW-8 pole-D132S-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,8,"Australia,New Zealand",92711,Approved,,"220,230,240,380,400,415",,2020-09-04,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"Taiwan,China",83.0,85.0,85.3,"IP56,IP65,IP66",132 M (foot),Yes - 2005 High Efficiency Level,both,3.0,Yes - 2006 MEPS Level,both,,3kW-8 pole-D132M-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,8,"Australia,New Zealand",92712,Approved,,"220,230,240,380,400,415",,2020-09-04,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"China,Taiwan",84.5,86.0,87.1,"IP56,IP65,IP66",160 M (foot),Yes - 2005 High Efficiency Level,100,4.0,Yes - 2006 MEPS Level,both,,4kW-8 pole-D160M-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,8,"Australia,New Zealand",92713,Approved,,"220,230,240,380,400,415",,2020-09-04,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"Taiwan,China",85.0,87.0,88.0,"IP56,IP65,IP66",160 M (foot),Yes - 2005 High Efficiency Level,100,5.5,Yes - 2006 MEPS Level,both,,5.5kW-8 pole-D160M-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,8,"Australia,New Zealand",92714,Approved,,"380,400,415",,2020-09-09,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"China,Taiwan",87.5,89.0,89.0,"IP56,IP65,IP66",160 L (foot),Yes - 2005 High Efficiency Level,both,7.5,Yes - 2006 MEPS Level,both,,7.5kW-8 pole-D160L-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,8,"Australia,New Zealand",92717,Approved,,"380,400,415",,2020-09-04,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"Taiwan,China",90.0,90.5,90.5,"IP56,IP65,IP66",180 L (foot),Yes - 2005 High Efficiency Level,both,11.0,Yes - 2006 MEPS Level,both,,11kW-8 pole-D180LC-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,8,"Australia,New Zealand",92719,Approved,,"380,400,415",,2020-09-08,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"China,Taiwan",89.5,91.0,91.7,"IP56,IP65,IP66",200 L (foot),Yes - 2005 High Efficiency Level,100,15.0,Yes - 2006 MEPS Level,both,,15kW-8 pole-D200LC-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,8,"Australia,New Zealand",92724,Approved,,"380,400,415",,2020-09-04,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"Taiwan,China",92.5,93.5,93.6,"IP56,IP65,IP66",225 S (foot),Yes - 2005 High Efficiency Level,both,18.5,Yes - 2006 MEPS Level,both,,18.5kW-8 pole-D225SC-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,8,"Australia,New Zealand",92725,Approved,,"380,400,415",,2020-09-08,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"China,Taiwan",92.5,93.5,93.7,"IP56,IP65,IP66",225 M (foot),Yes - 2005 High Efficiency Level,both,22.0,Yes - 2006 MEPS Level,both,,22kW-8 pole-D225MC-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,8,"Australia,New Zealand",92726,Approved,,"380,400,415",,2020-09-08,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"Taiwan,China",92.5,93.5,93.7,"IP56,IP65,IP66",250 S (foot),Yes - 2005 High Efficiency Level,both,30.0,Yes - 2006 MEPS Level,both,,30kW-8 pole-D250SC-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,8,"Australia,New Zealand",92727,Approved,,"380,400,415",,2020-09-09,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"China,Taiwan",92.5,93.5,94.0,"IP56,IP65,IP66",250 M (foot),Yes - 2005 High Efficiency Level,100,37.0,Yes - 2006 MEPS Level,both,,37kW-8 pole-D250MC-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,8,"Australia,New Zealand",92728,Approved,,"380,400,415",,2020-09-08,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"Taiwan,China",93.8,94.4,94.3,"IP56,IP65,IP66",280 S (foot),Yes - 2005 High Efficiency Level,both,45.0,Yes - 2006 MEPS Level,both,,45kW-8 pole-D280SC-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,8,"Australia,New Zealand",92729,Approved,,"380,400,415",,2020-09-04,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"China,Taiwan",94.3,94.9,94.9,"IP56,IP65,IP66",280 M (foot),Yes - 2005 High Efficiency Level,both,55.0,Yes - 2006 MEPS Level,both,,55kW-8 pole-D280MC-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,8,"Australia,New Zealand",92730,Approved,,"380,400,415",,2020-09-09,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"Taiwan,China",94.5,96.2,96.6,"IP56,IP65,IP66",315 S (foot),Yes - 2005 High Efficiency Level,both,75.0,Yes - 2006 MEPS Level,both,,75kW-8 pole-D315SC-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,8,"Australia,New Zealand",92731,Approved,,"380,400,415",,2020-09-09,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,TECO,"China,Taiwan",95.0,95.7,95.5,"IP56,IP65,IP66",315 M (foot),Yes - 2005 High Efficiency Level,both,90.0,Yes - 2006 MEPS Level,both,,90kW-8 pole-D315MC-AEMB/AEMV,,"B3,B5,B6,B7,B8,B14,B34,B34,B35,V1,V3,V5,V6,V15,V18,V19,V36",AS 1359.102.1:1997,B,8,"Australia,New Zealand",92732,Approved,,"380,400,415",,2020-09-08,,Single product class,Available,http://www.teco.com.au/,http://www.teco.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,Fantech,China,79.7,81.7,80.6,IP55,80 M (foot),No,,0.75,Yes - 2006 MEPS Level,both,,Y2AE801-2,,B3,IEC 61972,A,2,"Australia,Fiji,New Zealand",92936,Approved,,400,,2020-11-16,,Single product class,Available,http://www.fantech.com.au/,http://www.fantech.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,Fantech,China,81.0,82.5,80.7,IP55,80 M (foot),No,,1.1,Yes - 2006 MEPS Level,both,,Y2AE802-2,,B3,IEC 61972,A,2,"Australia,Fiji,New Zealand",92943,Approved,3.65,400,,2020-11-16,,Single product class,Available,http://www.fantech.com.au/,http://www.fantech.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,Fantech,China,80.8,82.2,80.9,IP55,80 M (foot),No,,0.75,Yes - 2006 MEPS Level,both,,Y2AE802-4,,B3,IEC 61972,A,4,"Australia,Fiji,New Zealand",92945,Approved,5.05,400,,2020-11-16,,Single product class,Available,http://www.fantech.com.au/,http://www.fantech.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,Fantech,China,80.0,82.2,82.6,IP55,90 S (foot),No,,1.5,Yes - 2006 MEPS Level,100,,Y2AE90S-2,,B3,IEC 61972,A,2,"Australia,Fiji,New Zealand",92946,Approved,4.94,"400,Other",,2020-11-16,,Single product class,Available,http://www.fantech.com.au/,http://www.fantech.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,Fantech,China,77.4,82.8,82.5,IP55,90 S (foot),No,,1.1,Yes - 2006 MEPS Level,both,,Y2AE90S-4,,B3,IEC 61972,A,4,"Australia,Fiji,New Zealand",92948,Approved,7.35,400,,2020-11-16,,Single product class,Available,http://www.fantech.com.au/,http://www.fantech.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,Fantech,China,74.1,77.0,76.6,IP55,90 S (foot),No,,0.75,Yes - 2006 MEPS Level,both,,Y2AE90S-6,,B3,IEC 61972,A,6,"Australia,Fiji,New Zealand",92952,Approved,7.64,400,,2020-11-16,,Single product class,Available,http://www.fantech.com.au/,http://www.fantech.com.au/
Greenhouse and Energy Minimum Standards (Three Phase Electric Motors) Determination 2019,Fantech,China,80.3,83.8,84.2,IP55,90 L (foot),No,,2.2,Yes - 2006 MEPS Level,100,,Y2AE90L-2,,B3,IEC 61972,A,2,"Australia,Fiji,New Zealand",92953,Approved,7.28,400,,2020-11-16,,Single product class,Available,http://www.fantech.com.au/,http://www.fantech.com.au/
